ID (hex),DLC,Data (hex),ASCII,Adjusted_Time
292,8,40 21 00 00 00 00 E0 08,@!......,15:52:03.154
408,1,4,.,15:52:03.155
20D,2,50 03,P.,15:52:03.156
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.157
108,1,1,.,15:52:03.157
213,4,02 01 90 00,....,15:52:03.158
234,2,00 00,..,15:52:03.158
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.159
23E,5,70 00 80 80 00,p....,15:52:03.160
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.161
403,1,1,.,15:52:03.161
40B,1,0,.,15:52:03.162
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:03.163
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.165
108,1,1,.,15:52:03.166
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.169
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:03.173
230,8,02 00 00 00 00 00 00 00,........,15:52:03.176
20A,6,50 20 00 00 80 00,P ....,15:52:03.177
30F,1,1,.,15:52:03.178
40A,1,0,.,15:52:03.178
108,1,1,.,15:52:03.179
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.179
50A,4,00 01 00 00,....,15:52:03.180
50B,2,0A 00,..,15:52:03.181
541,8,A8 6A 00 3B D1 54 00 00,.j.,15:52:03.183
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.185
108,1,1,.,15:52:03.186
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.189
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.191
509,4,00 00 00 00,....,15:52:03.191
541,8,39 00 00 00 08 00 00 00,9.......,15:52:03.193
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.194
108,1,1,.,15:52:03.196
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.199
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:03.200
541,8,8A 1C 00 40 05 00 00 00,...@....,15:52:03.203
11B,5,00 40 24 00 80,.@$..,15:52:03.204
11B,5,00 40 34 00 90,.@4..,15:52:03.205
23E,5,70 00 80 80 00,p....,15:52:03.206
20E,4,00 02 07 02,....,15:52:03.209
108,1,1,.,15:52:03.209
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.210
407,1,5,.,15:52:03.210
411,8,00 00 10 00 00 00 00 00,........,15:52:03.211
209,6,50 20 00 00 80 00,P ....,15:52:03.212
219,2,00 00,..,15:52:03.213
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.214
409,1,0A,.,15:52:03.214
50E,2,0A 00,..,15:52:03.215
541,8,BB EA FF 00 00 00 00 00,........,15:52:03.216
50A,4,00 01 00 00,....,15:52:03.216
410,1,B0,.,15:52:03.217
208,8,00 00 00 00 00 00 00 00,........,15:52:03.218
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.219
108,1,1,.,15:52:03.219
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.222
541,8,0C 00 06 00 00 00 00 00,........,15:52:03.223
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.225
21A,2,00 00,..,15:52:03.226
108,1,1,.,15:52:03.227
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.229
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.231
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.231
404,1,1,.,15:52:03.232
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.233
509,4,00 00 00 00,....,15:52:03.234
541,8,0D 3B 01 00 00 00 00 00,.,15:52:03.235
223,2,55 AA,U.,15:52:03.236
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.237
108,1,1,.,15:52:03.238
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.239
20F,8,FF 01 04 00 00 3E 73 C6,.....>s.,15:52:03.242
541,8,3E 9C A3 09 00 00 00 00,>.......,15:52:03.243
290,8,01 B8 1F 55 3B 12 00 00,...U,15:52:03.244
228,8,00 00 00 00 00 00 00 00,........,15:52:03.247
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:03.248
108,1,1,.,15:52:03.248
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.249
541,8,B0 2A 00 02 00 00 00 00,.*......,15:52:03.253
292,8,40 21 00 00 00 00 F0 C5,@!......,15:52:03.254
408,1,5,.,15:52:03.255
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.256
20D,2,50 03,P.,15:52:03.257
213,4,02 01 90 00,....,15:52:03.258
108,1,1,.,15:52:03.258
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.259
234,2,00 00,..,15:52:03.260
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:03.260
23E,5,70 00 80 80 00,p....,15:52:03.261
403,1,0B,.,15:52:03.262
40B,1,0,.,15:52:03.262
50A,4,00 01 00 00,....,15:52:03.263
50D,8,00 20 04 09 06 00 00 03,. ......,15:52:03.264
541,8,91 26 00 01 00 00 00 00,.&......,15:52:03.265
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.269
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.270
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.271
108,1,1,.,15:52:03.271
509,4,00 00 00 00,....,15:52:03.272
541,8,72 EA 08 3D 89 0D 00 00,r..=....,15:52:03.273
230,8,00 00 00 00 00 00 00 00,........,15:52:03.276
20A,6,50 20 00 00 80 00,P ....,15:52:03.277
108,1,1,.,15:52:03.278
40A,1,0,.,15:52:03.278
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.279
50B,2,0A 00,..,15:52:03.280
541,8,A3 EA 0C 3D 99 0C 00 00,...=....,15:52:03.283
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.285
108,1,1,.,15:52:03.286
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.289
541,8,94 6A 87 3F BD F4 A5 02,.j.?....,15:52:03.293
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.294
108,1,1,.,15:52:03.296
50A,4,00 01 00 00,....,15:52:03.297
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.299
541,8,B5 EA 00 3F DD 54 00 00,...?.T..,15:52:03.303
11B,5,00 40 44 00 A0,.@D..,15:52:03.305
23E,5,70 00 80 80 00,p....,15:52:03.306
108,1,1,.,15:52:03.307
20E,4,00 02 07 02,....,15:52:03.308
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.309
407,1,0,.,15:52:03.310
411,8,00 00 10 00 00 00 00 00,........,15:52:03.311
209,6,50 20 00 00 80 00,P ....,15:52:03.312
219,2,00 00,..,15:52:03.312
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.313
409,1,0,.,15:52:03.314
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.315
509,4,00 00 00 00,....,15:52:03.315
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.316
410,1,C0,.,15:52:03.317
208,8,00 00 00 00 00 00 00 00,........,15:52:03.318
108,1,1,.,15:52:03.318
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.319
50E,2,0A 00,..,15:52:03.320
541,8,B6 6A 00 3E D5 54 00 00,.j.>.T..,15:52:03.321
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.322
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:03.323
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.326
21A,2,00 00,..,15:52:03.326
108,1,1,.,15:52:03.327
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.329
258,2,00 00,..,15:52:03.330
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.331
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.332
404,1,1,.,15:52:03.332
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:03.333
223,2,55 AA,U.,15:52:03.336
50A,4,00 01 00 00,....,15:52:03.336
108,1,1,.,15:52:03.337
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.339
20F,8,FF 01 04 00 00 3E 83 D6,.....>..,15:52:03.342
541,8,39 00 00 00 08 00 00 00,9.......,15:52:03.343
290,8,01 B8 FF 54 3B 19 00 00,...T,15:52:03.344
361,5,07 02 03 00 00,.....,15:52:03.345
228,8,00 00 00 00 00 00 00 00,........,15:52:03.347
108,1,1,.,15:52:03.348
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.349
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.351
509,4,00 00 00 00,....,15:52:03.351
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:03.353
292,8,40 21 00 00 00 00 00 BA,@!......,15:52:03.354
408,1,4,.,15:52:03.355
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.356
20D,2,50 03,P.,15:52:03.357
213,4,02 01 90 00,....,15:52:03.358
108,1,1,.,15:52:03.358
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.359
234,2,00 00,..,15:52:03.360
23E,5,70 00 80 80 00,p....,15:52:03.360
403,1,1,.,15:52:03.361
40B,1,0A,.,15:52:03.361
541,8,BB EA FF 00 00 00 00 00,........,15:52:03.363
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.365
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:03.367
108,1,1,.,15:52:03.367
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.369
541,8,0C 00 06 00 00 00 00 00,........,15:52:03.373
230,8,01 00 00 00 00 00 00 00,........,15:52:03.376
20A,6,50 20 00 00 80 00,P ....,15:52:03.377
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:03.378
108,1,1,.,15:52:03.379
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.380
40A,1,0,.,15:52:03.380
50A,4,00 01 00 00,....,15:52:03.381
50B,2,0A 00,..,15:52:03.381
541,8,0D 3B 01 00 00 00 00 00,.,15:52:03.383
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.387
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.389
108,1,1,.,15:52:03.389
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.391
509,4,00 00 00 00,....,15:52:03.391
541,8,3E 9C A2 09 00 00 00 00,>.......,15:52:03.393
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.394
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.396
108,1,1,.,15:52:03.397
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.399
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:03.400
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:03.403
11B,5,00 40 44 00 A0,.@D..,15:52:03.405
23E,5,70 00 80 80 00,p....,15:52:03.406
11B,5,00 40 54 00 B0,.@T..,15:52:03.407
108,1,1,.,15:52:03.407
20E,4,00 02 07 02,....,15:52:03.409
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.410
407,1,0,.,15:52:03.410
411,8,00 00 10 00 00 00 00 00,........,15:52:03.411
209,6,50 20 00 00 80 00,P ....,15:52:03.412
219,2,00 00,..,15:52:03.412
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.413
409,1,0,.,15:52:03.414
50E,2,0A 00,..,15:52:03.414
541,8,91 26 00 01 00 00 00 00,.&......,15:52:03.415
50A,4,00 01 00 00,....,15:52:03.417
410,1,D0,.,15:52:03.418
208,8,00 00 00 00 00 00 00 00,........,15:52:03.419
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.420
108,1,1,.,15:52:03.420
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.422
541,8,82 2A 08 3C 85 0D 00 00,.*.<....,15:52:03.423
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.425
21A,2,00 00,..,15:52:03.426
108,1,1,.,15:52:03.427
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.429
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.431
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.431
314,4,FF 00 01 01,....,15:52:03.432
404,1,0B,.,15:52:03.433
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.434
509,4,00 00 00 00,....,15:52:03.434
514,8,00 00 00 00 18 01 00 22,".......""",15:52:03.435
541,8,A3 EA 0C 3C 95 0C 00 00,...<....,15:52:03.436
223,2,55 AA,U.,15:52:03.437
108,1,1,.,15:52:03.438
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.439
20F,8,FF 01 04 00 00 3E 93 E6,.....>..,15:52:03.442
541,8,94 2A 88 3F C5 34 A6 02,.*.?.4..,15:52:03.443
290,8,01 B8 FF 54 3B 19 00 00,...T,15:52:03.444
228,8,00 00 00 00 00 00 00 00,........,15:52:03.448
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.449
108,1,1,.,15:52:03.449
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:52:03.453
292,8,40 21 00 00 00 00 10 77,@!.....w,15:52:03.454
3000000000,8,01 04 00 00 00 00 B0 A1,........,15:52:03.456
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.457
20D,2,50 03,P.,15:52:03.457
213,4,02 01 90 00,....,15:52:03.458
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.459
234,2,00 00,..,15:52:03.460
23E,5,70 00 80 80 00,p....,15:52:03.460
403,1,1,.,15:52:03.461
408,1,4,.,15:52:03.461
108,1,1,.,15:52:03.462
40B,1,0,.,15:52:03.462
50A,4,00 01 00 00,....,15:52:03.463
541,8,B6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:03.464
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.465
108,1,1,.,15:52:03.466
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.469
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.471
509,4,00 00 00 00,....,15:52:03.471
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:03.473
230,8,02 00 00 00 00 00 00 00,........,15:52:03.476
20A,6,50 20 00 00 80 00,P ....,15:52:03.477
108,1,1,.,15:52:03.478
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.479
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.480
40A,1,0,.,15:52:03.480
50B,2,0A 00,..,15:52:03.481
541,8,88 6A 00 3B C9 54 00 00,.j.,15:52:03.483
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.485
108,1,1,.,15:52:03.486
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:03.487
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.489
541,8,39 00 00 00 08 00 00 00,9.......,15:52:03.493
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.494
108,1,1,.,15:52:03.496
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:03.497
50A,4,00 01 00 00,....,15:52:03.498
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.499
541,8,7A 1C 00 3E 05 00 00 00,z..>....,15:52:03.503
23E,5,70 00 80 80 00,p....,15:52:03.506
11B,5,00 40 64 00 C0,.@d..,15:52:03.507
20E,4,00 02 07 02,....,15:52:03.509
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.510
108,1,1,.,15:52:03.510
407,1,0,.,15:52:03.511
411,8,00 00 10 00 00 00 00 00,........,15:52:03.512
209,6,50 20 00 00 80 00,P ....,15:52:03.512
219,2,00 00,..,15:52:03.513
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.514
409,1,0,.,15:52:03.514
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.515
410,1,E0,.,15:52:03.516
509,4,00 00 00 00,....,15:52:03.516
208,8,00 00 00 00 00 00 00 00,........,15:52:03.517
108,1,1,.,15:52:03.518
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.519
50E,2,0A 00,..,15:52:03.519
541,8,AB EA FF 00 00 00 00 00,........,15:52:03.520
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.522
541,8,0C 00 06 00 00 00 00 00,........,15:52:03.523
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.525
21A,2,00 00,..,15:52:03.526
108,1,1,.,15:52:03.527
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.529
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.531
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.532
404,1,1,.,15:52:03.532
541,8,0D 3B 01 00 00 00 00 00,.,15:52:03.533
223,2,55 AA,U.,15:52:03.536
50A,4,00 01 00 00,....,15:52:03.537
108,1,1,.,15:52:03.538
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.539
20F,8,FF 01 04 00 00 3E A3 F6,.....>..,15:52:03.542
541,8,2E 9C A2 09 00 00 00 00,........,15:52:03.543
290,8,01 B8 EF 54 3B 03 00 00,...T,15:52:03.544
228,8,00 00 00 00 00 00 00 00,........,15:52:03.547
108,1,1,.,15:52:03.547
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.549
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.551
509,4,00 00 00 00,....,15:52:03.552
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:03.553
292,8,40 21 00 00 00 00 20 3D,@!.... =,15:52:03.554
408,1,4,.,15:52:03.555
20D,2,50 03,P.,15:52:03.556
108,1,1,.,15:52:03.556
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.557
213,4,02 01 90 00,....,15:52:03.558
234,2,00 00,..,15:52:03.558
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.559
23E,5,70 00 80 80 00,p....,15:52:03.560
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.561
403,1,1,.,15:52:03.562
40B,1,0,.,15:52:03.562
541,8,91 26 00 01 00 00 00 00,.&......,15:52:03.563
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.565
108,1,1,.,15:52:03.567
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.569
541,8,72 6A 08 3C 85 0D 00 00,rj.<....,15:52:03.573
230,8,00 00 00 00 00 00 00 00,........,15:52:03.576
20A,6,50 20 00 00 80 00,P ....,15:52:03.577
108,1,1,.,15:52:03.578
40A,1,0,.,15:52:03.578
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.579
50A,4,00 01 00 00,....,15:52:03.580
50B,2,0A 00,..,15:52:03.580
541,8,A3 AA 0C 3C 99 0C 00 00,...<....,15:52:03.583
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.585
108,1,1,.,15:52:03.586
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.589
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.591
509,4,00 00 00 00,....,15:52:03.592
541,8,94 AA 87 3F BD F4 A5 02,...?....,15:52:03.593
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.594
108,1,1,.,15:52:03.596
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.599
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:03.600
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:52:03.603
11B,5,00 40 74 00 D0,.@t..,15:52:03.605
23E,5,70 00 80 80 00,p....,15:52:03.606
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:03.607
108,1,1,.,15:52:03.608
20E,4,00 02 07 02,....,15:52:03.609
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.610
407,1,0,.,15:52:03.610
411,8,00 00 10 00 00 00 00 00,........,15:52:03.611
209,6,50 20 00 00 80 00,P ....,15:52:03.612
219,2,00 00,..,15:52:03.613
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.613
409,1,0,.,15:52:03.614
50E,2,0A 00,..,15:52:03.614
541,8,B6 6A 00 3E D5 54 00 00,.j.>.T..,15:52:03.615
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:03.617
50A,4,00 01 00 00,....,15:52:03.618
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.619
410,1,F0,.,15:52:03.620
208,8,00 00 00 00 00 00 00 00,........,15:52:03.621
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.622
108,1,1,.,15:52:03.623
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:03.624
21A,2,00 00,..,15:52:03.626
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.627
108,1,1,.,15:52:03.628
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.629
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.631
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.631
404,1,1,.,15:52:03.632
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.633
509,4,00 00 00 00,....,15:52:03.634
541,8,88 6A 00 3B D1 54 00 00,.j.,15:52:03.635
223,2,55 AA,U.,15:52:03.636
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.637
108,1,1,.,15:52:03.637
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.639
20F,8,FF 01 04 00 00 3E B3 06,.....>..,15:52:03.642
541,8,39 00 00 00 08 00 00 00,9.......,15:52:03.643
290,8,01 B8 EF 54 3B 0C 00 00,...T,15:52:03.644
228,8,00 00 00 00 00 00 00 00,........,15:52:03.647
108,1,1,.,15:52:03.648
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.649
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:03.653
292,8,40 21 00 00 00 00 30 F0,@!....0.,15:52:03.654
408,1,4,.,15:52:03.656
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.657
20D,2,50 03,P.,15:52:03.657
108,1,1,.,15:52:03.658
213,4,02 01 90 00,....,15:52:03.658
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.659
234,2,00 00,..,15:52:03.660
23E,5,70 00 80 80 00,p....,15:52:03.661
403,1,1,.,15:52:03.661
40B,1,0,.,15:52:03.662
50A,4,00 01 00 00,....,15:52:03.662
541,8,AB EA FF 00 00 00 00 00,........,15:52:03.663
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.665
108,1,1,.,15:52:03.666
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.669
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.671
509,4,00 00 00 00,....,15:52:03.672
541,8,0C 00 06 00 00 00 00 00,........,15:52:03.673
230,8,01 00 00 00 00 00 00 00,........,15:52:03.676
20A,6,50 20 00 00 80 00,P ....,15:52:03.677
108,1,1,.,15:52:03.678
40A,1,0,.,15:52:03.678
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.679
50B,2,0A 00,..,15:52:03.680
541,8,0D 3B 01 00 00 00 00 00,.,15:52:03.683
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.686
108,1,1,.,15:52:03.687
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.689
541,8,2E 9C A2 09 00 00 00 00,........,15:52:03.693
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.694
108,1,1,.,15:52:03.696
50A,4,00 01 00 00,....,15:52:03.697
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.699
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:03.703
11B,5,00 40 84 00 E0,.@...,15:52:03.705
23E,5,70 00 80 80 00,p....,15:52:03.706
108,1,1,.,15:52:03.708
20E,4,00 02 07 02,....,15:52:03.709
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.710
407,1,5,.,15:52:03.710
411,8,00 00 10 00 00 00 00 00,........,15:52:03.711
209,6,50 20 00 00 80 00,P ....,15:52:03.712
219,2,00 00,..,15:52:03.713
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:03.713
409,1,0,.,15:52:03.714
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.715
509,4,00 00 00 00,....,15:52:03.716
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.717
410,1,0,.,15:52:03.717
208,8,00 00 00 00 00 00 00 00,........,15:52:03.718
108,1,1,.,15:52:03.719
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.720
50E,2,0A 00,..,15:52:03.720
541,8,91 26 00 01 00 00 00 00,.&......,15:52:03.721
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:03.722
541,8,72 6A 08 3C 91 0D 00 00,rj.<....,15:52:03.723
238,8,07 00 00 C0 00 00 00 00,........,15:52:03.725
108,1,1,.,15:52:03.726
21A,2,00 00,..,15:52:03.727
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:03.728
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.729
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:03.731
304,7,4B 8B 01 00 FF 82 04,K......,15:52:03.732
404,1,1,.,15:52:03.732
541,8,A3 6A 0C 3C 99 0C 00 00,.j.<....,15:52:03.733
223,2,55 AA,U.,15:52:03.736
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:52:03.737
108,1,1,.,15:52:03.737
50A,4,00 01 00 00,....,15:52:03.738
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.739
512,8,0A 86 02 C5 B9 96 55 AC,......U.,15:52:03.740
513,8,0A 86 02 C5 B9 96 55 AC,......U.,15:52:03.741
20F,8,FF 01 04 00 00 3E C3 16,.....>..,15:52:03.742
541,8,A4 6A 87 3F BD D4 A5 02,.j.?....,15:52:03.743
290,8,01 B8 EF 54 3B 10 00 00,...T,15:52:03.744
228,8,00 00 00 00 00 00 00 00,........,15:52:03.748
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.749
108,1,1,.,15:52:03.749
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.751
509,4,00 00 00 00,....,15:52:03.752
541,8,C5 AA 00 3F E1 54 00 00,...?.T..,15:52:03.753
292,8,40 21 00 00 00 00 40 A9,@!....@.,15:52:03.754
408,1,4,.,15:52:03.755
203,8,50 21 00 93 00 01 57 FF,P!....W.,15:52:03.756
108,1,1,.,15:52:03.757
20D,2,50 03,P.,15:52:03.757
213,4,02 01 90 00,....,15:52:03.758
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.759
234,2,00 00,..,15:52:03.760
23E,5,70 00 80 80 00,p....,15:52:03.760
403,1,0B,.,15:52:03.761
40B,1,0,.,15:52:03.761
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:03.763
308,8,00 A7 2D 13 1C 32 00 20,..-..2. ,15:52:03.765
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:03.766
108,1,1,.,15:52:03.766
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.769
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:03.773
230,8,02 00 00 00 00 00 00 00,........,15:52:03.776
20A,6,50 20 00 00 80 00,P ....,15:52:03.777
108,1,1,.,15:52:03.778
40A,1,0,.,15:52:03.778
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.779
50A,4,00 01 00 00,....,15:52:03.780
50B,2,0A 00,..,15:52:03.780
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:03.783
248,8,10 00 00 06 00 FF FF 00,........,15:52:03.785
108,1,1,.,15:52:03.786
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.789
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:03.791
509,4,00 00 00 00,....,15:52:03.792
541,8,39 00 00 00 08 00 00 00,9.......,15:52:03.793
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:03.794
240,8,62 64 00 00 00 00 00 00,bd......,15:52:03.796
108,1,1,.,15:52:03.797
21E,8,00 00 00 00 00 00 00 00,........,15:52:03.799
